1478198440,01f1,8,8 0 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,2,8,0 0 0 0 0 6 2 85
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,04f0,8,0 0 0 80 0 69 d1 13
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,130,8,0e 80 0 ff 21 80 2 41
1478198440,316,8,5 25 24 0a 25 21 0 6e
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,329,8,dc bd 7f 14 11 20 0 14
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,153,8,0 21 10 ff 0 ff 0 0
1478198440,018f,8,fe 53 0 0 0 41 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,153,8,0 21 10 ff 0 ff 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,00a1,8,80 88 0 0 25 0 0 0
1478198440,370,8,0 20 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,043f,8,0 40 60 ff 7e 8b 9 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,2,8,0 0 0 0 0 7 5 9a
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,153,8,0 21 10 ff 0 ff 0 0
1478198440,440,8,ff 0 0 0 ff 8b 9 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,130,8,12 80 0 ff f7 7f 5 ec
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,131,8,0 80 0 0 48 7f 5 27
1478198440,140,8,0 0 0 0 4 0 25 e2
1478198440,02c0,8,14 0 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,329,8,dc bd 7f 14 11 20 0 14
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,370,8,0 20 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,043f,8,0 40 60 ff 7e 8e 9 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,440,8,ff 0 0 0 ff 8e 9 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,04b1,8,29 27 27 23 0 0 0 9a
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,01f1,8,8 0 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,153,8,0 21 10 ff 0 ff 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,2,8,0 0 0 0 0 8 6 1e
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,316,8,5 25 24 0a 25 21 0 6e
1478198440,329,8,dc bd 7f 14 11 20 0 14
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,370,8,0 20 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,043f,8,0 40 60 ff 7e 8e 9 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,2,8,0 0 0 0 0 8 7 3
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,440,8,ff 0 0 0 ff 8e 9 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,130,8,16 80 0 ff 2 80 7 ff
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,131,8,9 80 0 0 2c 7f 7 c4
1478198440,140,8,0 0 0 0 4 0f 27 7b
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,545,8,d8 0 0 82 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
1478198440,0,8,0 0 0 0 0 0 0 0
