1478195812,02c0,8,15 0 0 0 0 0 0 0
1478195812,043f,8,10 40 60 ff 7d d1 8 0
1478195812,2,8,0 0 0 0 0 3 0b 11
1478195812,153,8,0 21 10 ff 0 ff 0 0
1478195812,00a0,8,5f 87 74 9 0 1f 2 0
1478195812,00a1,8,80 88 0 0 25 0 0 0
1478195812,130,8,6 80 0 ff 15 80 0b 48
1478195812,131,8,0 80 0 0 56 7f 0b 90
1478195812,140,8,0 0 0 0 12 33 2b 4c
1478195812,370,8,0 20 0 0 0 0 0 0
1478195812,440,8,ff 0 0 0 ff d1 8 0
1478195812,316,8,5 22 74 9 22 22 0 6f
1478195812,018f,8,fe 51 0 0 0 3c 0 0
1478195812,260,8,1a 22 23 30 8 8e 6b 39
1478195812,02a0,8,64 0 99 1d 97 2 bd 0
1478195812,329,8,86 bf 7f 14 11 20 0 14
1478195812,545,8,d8 0 0 80 0 0 0 0
1478195812,350,8,5 20 94 68 79 0 0 a0
1478195812,02c0,8,15 0 0 0 0 0 0 0
1478195812,04f0,8,0 0 0 80 0 67 d1 13
1478195812,043f,8,10 40 60 ff 7d d4 8 0
1478195812,370,8,0 20 0 0 0 0 0 0
1478195812,430,8,0 0 0 0 0 0 0 0
1478195812,440,8,ff 0 0 0 ff d4 8 0
1478195812,04b1,8,29 27 27 23 0 0 0 9a
1478195812,01f1,8,8 0 0 0 0 0 0 0
1478195812,153,8,0 21 10 ff 0 ff 0 0
1478195812,2,8,0 0 0 0 0 3 0c 42
1478195812,130,8,8 80 0 ff fe 7f 0c 4b
1478195812,131,8,9 80 0 0 53 7f 0c c5
1478195812,140,8,0 0 0 0 14 20 2c 7a
1478195812,316,8,5 22 74 9 22 22 0 6f
1478195812,018f,8,fe 51 0 0 0 3c 0 0
1478195812,260,8,1a 22 23 30 8 8e 6b 6
1478195812,02a0,8,4 0 99 1d 97 2 bd 0
1478195812,329,8,86 bf 7f 14 11 20 0 14
1478195812,545,8,d8 0 0 80 0 0 0 0
1478195812,350,8,5 20 a4 68 79 0 0 90
1478195812,02c0,8,15 0 0 0 0 0 0 0
1478195812,043f,8,10 40 60 ff 7d d5 8 0
1478195812,2,8,0 0 0 0 0 3 0d 5f
1478195812,153,8,0 21 10 ff 0 ff 0 0
1478195812,370,8,0 20 0 0 0 0 0 0
1478195812,440,8,ff 0 0 0 ff d5 8 0
1478195812,130,8,9 80 0 ff eb 7f 0d 9a
1478195812,131,8,5 80 0 0 52 7f 0d ec
1478195812,140,8,0 0 0 0 16 20 2d 64
1478195812,316,8,5 22 80 9 22 22 0 6f
1478195812,018f,8,fe 51 0 0 0 3c 0 0
